# spawn 2100 2900
# body contour
3133.0079005375064,2499.9999999755687
3232.894263211392,2496.066691358782
3332.1729833016875,2484.2190197790737
3430.176609875084,2464.460224454422
3526.258623596293,2436.885361475427
3619.8182492541114,2401.659317547401
3710.247009644028,2359.0230811753436
3796.963186128425,2309.2782595132953
3879.4388734640984,2252.7590460953434
3957.140166386359,2189.8614421899288
4029.601347402636,2120.9841865587364
4096.366913582198,2046.563772414811
4156.991451489151,1967.0864398201106
4211.098291865133,1883.0144552879824
4258.306200401926,1794.8881247343095
4298.285789965823,1703.267290266162
4330.768898024628,1608.7109705223547
4355.528576325561,1511.858349455771
4372.428300150481,1413.3115852280523
4381.402655115149,1313.74779060028
4382.485346982815,1213.7807753509105
4375.690385209291,1114.0311486989583
4360.973765988668,1015.1534580297954
4338.366392868964,917.7634314392496
4307.995720205849,822.5228027405407
4270.054451712018,730.0301843186621
4224.80271624582,640.8763001652903
4172.5630705902295,555.6375997351824
4113.6877485857485,474.83527300042385
4048.579624732653,398.98319694594886
3977.648608850011,328.5393191258207
3901.341158473422,263.94953648777005
3820.1278484844142,205.63122527566017
3734.5249193091813,153.98330435331957
3645.0688930775145,109.35975800271675
3552.3111383760124,72.06485151702731
3456.856205797234,42.36033574432404
3359.318078763552,20.43576554385563
3260.328830676532,6.405250871348081
3160.5495345983227,0.29758695723548806
3060.582877089824,2.0626824133176336
2961.0767668332564,11.725879893869788
2862.6692740986477,29.308442119685505
2765.9778731218307,54.74860548563068
2671.663060941899,87.8883468690816
2580.3203104850145,128.50783043412073
2492.5220486890366,176.32927957890593
2408.826596189035,231.018435898378
2329.7609792237113,292.1990840910581
2255.8084668839,359.4730157865506
2187.43077581709,432.41101095644177
2125.072462767898,510.5452135839652
2069.136474745512,593.3949882717438
2019.9912699801666,680.4618322560016
1977.9896670785085,771.1787641719429
1943.4156136520232,864.9896919160296
1916.5111449551705,961.2721630763864
1897.4374654859957,1059.4100123044946
1886.2793763365962,1158.755814945085
1883,1258.6794887107276
1883,1358.6751911933175
1883,1458.675430322894
1883,1558.677977327814
1883,1658.67313332911
1883,1758.681649959713
1881.375752608159,1858.610125203079
1844.8180241243879,1950.5634691304376
1768.666219015144,2013.7773598383885
1671.5292363182998,2033
1571.523221549551,2033
1471.5246312287861,2032.9999999999998
1371.5281190487347,2033.0000000000002
1271.5271422388723,2033
1171.5096646086429,2033
1071.5207584171922,2033
971.510125121312,2033
871.5188176709122,2033
771.5200510037702,2033
671.5244160433888,2033
571.5168714656324,2033
471.5256798031505,2033.7971995573373
372.9145683094597,2049.2939526979103
279.3750053348923,2084.183618115437
194.6662305653938,2137.0265725870104
122.09530441952003,2205.5933020111534
64.51435876322054,2287.155673715746
24.317974173857465,2378.5290000894247
3.2018860597773857,2476.1019778746263
0,2575.9887792560635
0,2675.97662883979
0,2775.989515499687
0,2875.9845879119066
0,2975.9815839976072
0,3075.982571922039
0,3175.980852983709
0,3275.9826342594697
0,3375.976817228113
0,3475.9850158440445
1.8171003359301576,3575.9280710082794
20.176768716719884,3674.0669203825214
57.77928533594005,3766.5392015007264
113.05124729373827,3849.677882655408
183.67515263190836,3920.2377912784987
266.86740364119913,3975.4357308353065
359.3711317552678,4012.9516479281715
457.52934231181956,4031.2215931499636
557.4717828561859,4032.9999999999995
657.4752482705187,4033.0000000000005
757.4778937924716,4032.9999999999995
857.4709781744048,4032.9999999999995
957.477134930302,4033
1057.4773648167231,4033
1157.4788473808737,4033
1257.477467916904,4033
1357.4728033648278,4033
1457.4802177402353,4033
1557.489723190207,4033
1657.425851029662,4030.8342254505314
1756.3465067450009,4016.6798939904547
1852.4795638949145,3989.4413496583234
1944.1184887861307,3949.5695233085253
2029.614234525304,3897.838246992227
2107.4858576728966,3835.2331960869233
2176.411315626367,3762.8703803898093
2235.147204848545,3682.040418240488
2282.627695452143,3594.114388774614
2317.9360330270597,3500.6332851064044
2340.4088617471516,3403.2642087762915
2349.717928074931,3303.77079903916
2350,3203.786275316726
2350,3103.7710165011163
2350,3003.77308046522
2350,2903.7771842424654
2350,2803.766695685556
2350,2703.7803682303165
2372.662025027759,2607.436128535085
2438.7541525992415,2533.7674388412725
2532.037039692347,2500.795659909601
2632.0235945681925,2500
2732.016860611646,2500
2832.027376798525,2500
2932.02015796454,2500
3032.0316127365186,2500
3132.014766884735,2500
# hole contour_hole contour
3133.0077993718082,2483.999999975881
3156.9990115718374,2483.771293010338
3180.97945389779,2483.084388330172
3204.966567534417,2481.936399587836
3228.9083642065957,2480.3280634518055
3252.814567963532,2478.257831199919
3276.67934378728,2475.7248243113036
3300.4967507261017,2472.7282444929165
3324.245794282461,2469.2697002622494
3347.9206053346443,2465.3494054307134
3371.5152251268546,2460.967645592443
3395.0236045969036,2456.124778796607
3418.425057923583,2450.8246807163587
3441.7281156674544,2445.06496106334
3464.9121374335614,2438.85018437032
3487.9568485585824,2432.186070612181
3510.884653184682,2425.0658865211276
3533.6610411095,2417.500001550691
3556.2800992868392,2409.4908520165304
3578.7358590368162,2401.0409234415015
3601.0358860564643,2392.147175923931
3623.1467851726093,2382.8230887096242
3645.076140270414,2373.0659793013583
3666.8045791041473,2362.8848653239947
3688.3393171825724,2352.2766441027125
3709.661168914379,2341.2509185006866
3730.75149238943,2329.8183098127797
3751.629974543912,2317.9685142527533
3772.26531997639,2305.7195227237253
3792.6642583952544,2293.0679205145375
3812.8086390094886,2280.0253996757733
3832.692876615389,2266.5963650793256
3852.3231362498773,2252.776782545406
3871.670084342819,2238.587785920248
3890.7514381431574,2224.01670441488
3909.5385170389827,2209.085594597205
3928.026178617551,2193.799598879964
3946.231028259912,2178.1447895858505
3964.1254219203315,2162.144553568674
3981.704198554158,2145.8040518730877
3998.9621971167376,2129.1284455437462
